Table 1: Average Sales,Column Labels,,,,,,,,,,
Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Grand Total
Mountain Frames,94737737.8,177213791.4,187136589.4,191833621.3,174617463.4,278553245.6,282655047.8,190350269.2,178363643.8,95756275.86,1851217685
Pedals,1061907.575,1960925.543,2088257.71,2138035.138,1921956.848,3116332.25,3131108.696,2116052.962,1972996.588,1069964.549,20577537.86
Road Frames,152577155.6,283312691.9,297793472.3,307512600.1,278194399.6,448911971.9,452120080.5,303895622.8,283310592.6,153471332,2961099919
Saddles,835828.4387,1560798.507,1649086.21,1710724.79,1555680.802,2478922.862,2486636.166,1676717.007,1586812.139,844460.5258,16385667.45
Touring Frames,36585873.16,67349661.91,71824645.66,73063757.15,67150454.11,105291789.8,107908879,71985826.15,67301899.49,36516482.24,704979268.6
Wheels,7220293.417,13625331.07,14368744.94,14791243.21,13467283.01,21466744.64,21473066.8,14492576.78,13634421.84,7387635.964,141927341.7
Grand Total,913179749.7,1694666980,1791474224,1838624677,1669203737,2682794671,2705468277,1825518913,1700626930,918100825.8,17739658984
,,,,,,,,,,,
,,,,,,,,,,,
Table 24: Transaction Count,Column Labels,,,,,,,,,,
Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Grand Total
Accessories,53135,98701,103338,107454,97133,155926,157899,106149,99472,53612,1032819
Bike Racks,1462,2800,2862,3080,2771,4524,4597,3030,2935,1544,29605
Bike Stands,1499,2903,2940,3002,2765,4468,4498,2960,2866,1537,29438
Bottles and Cages,4518,8288,9026,9334,8254,13328,13498,9136,8358,4565,88305
Cleaners,1476,2846,3035,3036,2748,4438,4534,3108,2947,1507,29675
Fenders,1554,2852,2980,3063,2833,4515,4403,3007,2869,1584,29660
Helmets,13561,25374,26389,27448,25038,40064,40846,27210,25443,13792,265165
Hydration Packs,1526,2764,3010,3003,2805,4409,4530,3049,2902,1515,29513
Lights,4556,8537,8778,9181,8222,13340,13497,9061,8581,4712,88465
Locks,1598,2855,2914,3024,2794,4552,4527,3044,2830,1534,29672
Panniers,1513,2822,2956,3108,2770,4398,4562,3033,2881,1546,29589
Pumps,3083,5704,5943,6229,5526,8893,8951,6069,5729,3026,59153
Tires and Tubes,16789,30956,32505,33946,30607,48997,49456,33442,31131,16750,324579
Bikes,189873,352435,372677,383532,347537,558931,562780,379788,354889,190802,3693244
Mountain Bikes,58087,107194,113579,116343,105819,170152,170905,115629,107705,57981,1123394
Road Bikes,98411,182970,193634,199793,180360,290876,293062,197362,184863,99585,1920916
Touring Bikes,33375,62271,65464,67396,61358,97903,98813,66797,62321,33236,648934
Clothing,73685,135933,143092,146899,133643,214300,216409,146142,135545,73639,1419287
Bib-Shorts,4591,8511,8918,9181,8134,13451,13523,9178,8611,4641,88739
Caps,4677,8551,9029,9072,8411,13284,13477,8968,8473,4639,88581
Gloves,13710,25524,26536,27313,24620,40382,40865,27381,25351,13917,265599
Jerseys,24533,45034,47580,49189,44900,71450,72099,49061,45428,24306,473580
Shorts,10803,20077,21161,21664,19505,31454,31597,21100,19809,10723,207893
Socks,6097,11177,11971,12093,11243,17751,17952,12239,11170,6181,117874
Tights,4651,8528,8834,9059,8359,13291,13386,9014,8382,4523,88027
Vests,4623,8531,9063,9328,8471,13237,13510,9201,8321,4709,88994
Components,283688,528171,558644,573853,519754,834692,842687,566193,530558,286048,5524288
Bottom Brackets,4646,8478,8772,9332,8254,13318,13437,9164,8571,4582,88554
Brakes,2975,5524,6070,6231,5472,8770,8962,6093,5655,3095,58847
Chains,1481,2814,2889,3045,2752,4540,4509,3004,2796,1574,29404
Cranksets,4621,8463,9067,9150,8333,13284,13478,9051,8513,4568,88528
Derailleurs,3015,5707,6108,6195,5450,8898,8981,6188,5592,3132,59266
Forks,4529,8434,8980,9274,8308,13459,13369,9046,8442,4769,88610
Handlebars,21142,39493,41661,42941,38936,62538,63240,42212,39731,21392,413286
Headsets,4612,8368,8964,9341,8193,13274,13459,8977,8443,4597,88228
Mountain Frames,60465,113308,119579,122000,111328,178239,180873,121064,114068,60918,1181842
Pedals,10747,19640,20926,21392,19383,31367,31434,21207,19783,10809,206688
Road Frames,103365,192315,202596,208725,188659,303701,306458,205821,192667,104109,2008416
Saddles,13573,25261,26902,27727,25204,40480,40311,27367,25614,13795,266234
Touring Frames,27429,50732,54223,55513,50427,80162,81503,54583,50885,27358,532815
Wheels,21088,39634,41907,42987,39055,62662,62673,42416,39798,21350,413570
Grand Total,600381,1115240,1177751,1211738,1098067,1763849,1779775,1198272,1120464,604101,11669638
